# Separated Correlation Matrices for Cyber Risk Model (Unique NAICS Codes),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
## 1. Correlation Matrix: Between Events,,,,,,,,,,,,,,,,,,,,,,,,
"# Captures dependencies between cyber events based on shared attack vectors, vulnerabilities, and NAICS code overlap.",,,,,,,,,,,,,,,,,,,,,,,,
"# Events: PHV.01 (Phishing-Enabled Breach), RN.01 (Ransomware), SC.01 (Supply Chain Compromise), CP.01 (Cyber-Physical Disruption), QC.01 (Quantum Computing Crypto Break), AI.01 (AI-Driven Deepfake Fraud), BE.01 (Data Breach).",,,,,,,,,,,,,,,,,,,,,,,,
"# Format: (Lower Bound, Upper Bound)",,,,,,,,,,,,,,,,,,,,,,,,
, Event   ,PHV.01,RN.01,SC.01,CP.01,QC.01,AI.01,BE.01,,,,,,,,,,,,,,,,
,"1,000–1,499","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.3, 0.5)","(0.3, 0.5)","(0.4, 0.6)","(0.4, 0.6)","(0.4, 0.6)","(0.5, 0.7)","(0.5, 0.7)","(0.5, 0.7)","(0.6, 0.8)","(1.0, 1.0)","(0.6, 0.8)","(0.5, 0.7)","(0.5, 0.7)","(0.5, 0.7)"
,"1,500–1,999","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.3, 0.5)","(0.3, 0.5)","(0.4, 0.6)","(0.4, 0.6)","(0.4, 0.6)","(0.5, 0.7)","(0.5, 0.7)","(0.5, 0.7)","(0.6, 0.8)","(1.0, 1.0)","(0.6, 0.8)","(0.5, 0.7)","(0.5, 0.7)"
,"2,000–2,499","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.3, 0.5)","(0.3, 0.5)","(0.4, 0.6)","(0.4, 0.6)","(0.4, 0.6)","(0.5, 0.7)","(0.5, 0.7)","(0.5, 0.7)","(0.6, 0.8)","(1.0, 1.0)","(0.6, 0.8)","(0.5, 0.7)"
,"2,500–4,999","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.3, 0.5)","(0.3, 0.5)","(0.4, 0.6)","(0.4, 0.6)","(0.4, 0.6)","(0.5, 0.7)","(0.5, 0.7)","(0.5, 0.7)","(0.6, 0.8)","(1.0, 1.0)","(0.6, 0.8)"
,"5,000+","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.1, 0.3)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.2, 0.4)","(0.3, 0.5)","(0.3, 0.5)","(0.4, 0.6)","(0.4, 0.6)","(0.4, 0.6)","(0.5, 0.7)","(0.5, 0.7)","(0.5, 0.7)","(0.6, 0.8)","(1.0, 1.0)"
,,,,,,,,,,,,,,,,,,,,,,,,
# Notes:,,,,,,,,,,,,,,,,,,,,,,,,
"# - Ranges reflect uncertainty in attack co-occurrence, service dependencies, and industry/size risk profiles.",,,,,,,,,,,,,,,,,,,,,,,,
"# - NAICS codes are unique, aggregating duplicates (e.g., multiple NAICS 31 entries) into a single risk profile per code.",,,,,,,,,,,,,,,,,,,,,,,,
"# - Employee size correlations are higher for adjacent bands (e.g., 10–14 vs. 15–19: 0.6–0.8) due to similar IT setups, lower for distant bands (e.g., <5 vs. 5,000+: 0.1–0.3) due to differing attack surfaces.",,,,,,,,,,,,,,,,,,,,,,,,
# - Use these matrices in an Excel-based Monte Carlo simulation or copula model to estimate pure premium by NAICS and employee size.,,,,,,,,,,,,,,,,,,,,,,,,
"# - For Excel output, store matrices in a separate worksheet and use VLOOKUP/INDEX-MATCH to apply correlations in pure premium calculations for each deductible-limit tab.",,,,,,,,,,,,,,,,,,,,,,,,
# - Adjust ranges with specific threat intelligence or historical incident data if available.,,,,,,,,,,,,,,,,,,,,,,,,
